,title,id,year,imdbid,rating,lgbtq_keywords_num,keywords_num
6655,"Master, The",3541,2012,1560747,1,0,285
6656,Looper,3562,2012,1276104,1,0,262
6657,House at the End of the Street,3572,2012,1582507,3,0,105
6658,Killing Them Softly,3573,2012,1764234,0,0,210
6659,Gayby,3574,2012,2106739,3,2,93
6660,"Pact, The",3575,2012,2040560,3,0,42
6661,Pitch Perfect,3578,2012,1981677,3,1,74
6662,Foreign Letters,3580,2012,1492841,3,0,9
6663,Mental,3581,2012,1655416,3,1,78
6664,Frankenweenie,3587,2012,1142977,0,0,181
6665,Seven Psychopaths,3588,2012,1931533,1,0,362
6666,Sinister,3589,2012,1922777,2,0,131
6667,Smiley,3590,2012,2025667,3,0,43
6668,Hotel Transylvania,3591,2012,0837562,3,0,221
6669,Cloud Atlas,3593,2012,1371111,3,2,399
6670,Jack and Diane,3601,2012,0850677,3,2,19
6671,Hope Springs,3622,2012,1535438,3,0,32
6672,"Tall Man, The",3624,2012,1658837,3,0,67
6673,All I Want Is Everything,3627,2012,2387222,3,0,0
6674,Skyfall,3632,2012,1074638,3,1,571
6675,Argo,3633,2012,1024648,3,0,177
6676,Smashed,3653,2012,2063781,3,0,33
6677,Silent Hill: Revelation 3D,3638,2012,0938330,3,0,185
6678,Wreck-It Ralph,3650,2012,1772341,3,0,363
6679,Lincoln,3664,2012,0443272,3,0,66
6680,Barfi!,3669,2012,2082197,2,0,11
6681,Hannah Arendt,3678,2012,1674773,3,0,56
6682,"Sapphires, The",3689,2012,1673697,3,0,242
6683,Ginger and Rosa,3690,2012,2115295,3,1,119
6684,Qwerty,3696,2012,1591071,3,0,0
6685,Privacy,3699,2012,2008602,3,0,0
6686,Sparkle,3709,2012,1876451,3,0,45
6687,"Sessions, The",3710,2012,1866249,2,0,260
6688,Red Dawn,3716,2012,1234719,1,0,282
6689,Bachelorette,3718,2012,1920849,3,0,108
6690,Attack of the 50ft Cheerleader,3726,2012,2098627,3,0,130
6691,Kahaani,3729,2012,1821480,3,0,27
6692,Future Weather,3733,2012,1701215,3,0,15
6693,Anna Karenina,3736,2012,1781769,2,0,66
6694,Cocktail,3735,2012,2168910,3,0,12
6695,Zero Dark Thirty,3737,2012,1790885,3,0,175
6696,Price Check,3743,2012,1845849,3,0,11
6697,Cigarette Ki Tarah,3744,2012,2346744,3,0,1
6698,Evangelion: 3.0 You Can (Not) Redo,4318,2012,0860907,3,0,21
6699,"Hobbit: An Unexpected Journey, The",3746,2012,0903624,0,0,198
6700,Jack Reacher,3748,2012,0790724,1,0,309
6701,Les Miserables,3749,2012,1707386,3,0,123
6702,Hitchcock,3754,2012,0975645,2,0,198
6703,"Twilight Saga: Breaking Dawn - Part 2, The",3755,2012,1673434,3,0,64
6704,Rise of the Guardians,3757,2012,1446192,1,0,92
6705,Ill Manors,3759,2012,1760967,3,0,93
6706,Arbitrage,3764,2012,1764183,2,0,33
6707,Life of Pi,3775,2012,0454876,1,0,255
6708,This Is 40,3776,2012,1758830,3,0,45
6709,Dabangg 2,3778,2012,2112131,1,0,6
6710,Amour,3780,2012,1602620,3,0,71
6711,Taken 2,3790,2012,1397280,2,0,342
6712,Django Unchained,3792,2012,1853728,1,0,405
6713,Tabu,3793,2012,2153963,3,0,66
6714,Sightseers,3794,2012,2023690,3,0,34
6715,English Vinglish,3806,2012,2181931,3,1,44
6716,Eega,3809,2012,2258337,2,0,10
6717,Tinkerbell and the Secret of the Wings,3814,2012,1217213,3,0,63
6718,Silver Linings Playbook,3818,2012,1045658,3,0,263
6719,Game Change,3823,2012,1848902,3,0,222
6720,Call Girl,3824,2012,1977739,3,0,31
6721,"Batman: The Dark Knight Returns, part 1",3835,2012,2313197,3,0,438
6722,Not Fade Away,3837,2012,1230215,3,0,65
6723,"Door, The",3854,2012,1194577,3,0,15
6724,Quartet,3855,2012,1441951,3,0,78
6725,"Perks of Being a Wallflower, The",3870,2012,1659337,3,2,371
6726,"Magic of Belle Isle, The",3859,2012,1839654,3,0,9
6727,Berberian Sound Studio,3860,2012,1833844,1,0,41
6728,Strike Witches - The Movie,3864,2012,2322603,3,0,5
6729,Safe,3869,2012,1656190,1,0,211
6730,Spring Breakers,3874,2012,2101441,3,0,270
6731,No,3889,2012,2059255,1,0,68
6732,Girl Vs. Monster,3904,2012,2326087,3,0,41
6733,Flight,3907,2012,1907668,3,0,254
6734,Hyde Park on Hudson,3908,2012,1477855,2,0,61
6735,Ruroni Kenshin: Meiji kenkaku roman tan,3910,2012,1979319,3,0,226
6736,Stars Above,3912,2012,2142955,3,0,1
6737,"Impossible, The",3914,2012,1649419,2,0,281
6738,Beyond the Hills,3924,2012,2258281,3,2,21
6739,Women&#39;s Day (Dzien kobiet),3929,2012,2393787,3,0,19
6740,Won&#39;t Back Down,3931,2012,1870529,3,0,34
6741,V/H/S,3933,2012,2105044,1,0,187
6742,Mosquita y Mari,3940,2012,1978480,3,2,26
6743,"Key and the Frame, The",3944,2012,2601160,3,0,0
6744,I Belong,3948,2012,2377396,3,0,5
6745,Lore,3953,2012,1996310,3,0,75
6746,Bullet to the Head,3956,2012,1308729,0,0,163
6747,A Late Quartet,3964,2012,1226240,3,0,74
6748,Contraband,3979,2012,1524137,3,0,87
6749,Kon-Tiki,3980,2012,1613750,0,0,122
6750,Le grand soir,3983,2012,2008562,1,0,57
6751,La cinquieme saison,4016,2012,2298820,3,0,33
6752,Populaire,4033,2012,2070776,3,0,294
6753,Bitchkram,4037,2012,2287655,3,0,3
6754,Das Wochenende,4042,2012,1836202,3,0,1
6755,About Cherry,4043,2012,1945062,3,1,80
6756,To the Wonder,4061,2012,1595656,3,0,84
6757,Das Leben ist nichts fur Feiglinge,4068,2012,2147550,3,0,1
6758,"Place Beyond the Pines, The",4074,2012,1817273,1,0,263
6759,Jagten,4081,2012,2106476,2,0,91
6760,"Broken Circle Breakdown, The",4085,2012,2024519,3,0,111
6761,Paradies: Liebe,4091,2012,1403214,3,0,100
6762,Den skaldede frisor,4092,2012,1854236,3,1,79
6763,Oh Boy,4093,2012,1954701,1,0,66
6764,"Angels&#39; Share, The",4094,2012,1924394,1,0,79
6765,Le prenom,4096,2012,2179121,3,0,53
6766,2 Days in New York,4101,2012,1602472,3,0,63
6767,Monster High: Ghoul&#39;s Rule,4105,2012,2446108,3,0,28
6768,Jayne Mansfield&#39;s Car,4106,2012,1781840,3,0,115
6769,Frances Ha,4136,2012,2347569,3,0,69
6770,Kiss of the Damned,4144,2012,1959438,3,0,140
6771,Black Rock,4151,2012,1930294,3,1,160
6772,Starlet,4165,2012,2035630,3,0,214
6773,What Maisie Knew,4173,2012,1932767,3,0,186
6774,Gambit,4176,2012,0404978,1,0,22
6775,Shelter,4177,2012,2254131,3,0,0
6776,Cheesecake Casserole,4187,2012,1733114,3,0,1
6777,Hannibal,4190,2012,2243973,3,0,60
6778,Four Assassins,4207,2012,1478804,1,0,11
6779,Elementary,4208,2012,2191671,3,0,40
6780,Sassy Pants,4314,2012,1822302,3,1,24
6781,Tango libre,4223,2012,2370034,0,1,8
6782,"Man with the Iron Fists, The",4329,2012,1258972,1,0,168
6783,Much Ado About Nothing,4273,2012,2094064,3,0,17
6784,Girl in Progress,4276,2012,1817676,3,0,23
6785,Passion,4280,2012,1829012,3,1,229
6786,Papadopoulos &amp; Sons,4289,2012,2006810,1,0,7
6787,Struck by Lightning,4299,2012,1791614,3,0,26
6788,Augustine,4303,2012,2098628,3,0,176
6789,"Factory, The",4308,2012,1132285,3,0,26
6790,Tim and Eric&#39;s Billion Dollar Movie,4336,2012,1855401,0,0,22
6791,Bikini Spring Break,4342,2012,2304517,3,0,27
6792,Renoir,4348,2012,2150332,3,0,49
6793,Paris-Manhattan,4361,2012,1885331,3,0,17
6794,Byzantium,4371,2012,1531901,3,0,66
6795,Interview with a Hitman,4384,2012,2061712,1,0,74
6796,Hit and Run,4404,2012,2097307,3,1,41
6797,"Lizzie Bennet Diaries, The",4405,2012,2392261,3,0,4
6798,John Dies at the End,4432,2012,1783732,1,0,50
6799,"Company You Keep, The",4465,2012,1381404,1,0,249
6800,Paranormal Activity 4,4468,2012,2109184,3,0,66
6801,Radio Rebel,4469,2012,2008633,3,0,22
6802,Dead Man&#39;s Burden,4478,2012,2094155,0,0,11
6803,Stories We Tell,4536,2012,2366450,3,0,73
6804,Supporting Characters,4538,2012,1874789,2,0,40
6805,American Mary,4546,2012,1959332,3,1,182
6806,It&#39;s a Disaster,4551,2012,1995341,3,0,192
6807,"Body, The",4558,2012,1937149,3,0,336
6808,Warpaint,4566,2012,3100510,0,0,0
6809,"Lords of Salem, The",4586,2012,1731697,3,0,189
6810,Citadel,4650,2012,1641975,1,0,134
6811,Inch&#39;Allah,4654,2012,2336960,3,0,26
6812,"Paperboy, The",4663,2012,1496422,3,1,261
6813,Klip,4742,2012,1900908,3,0,28
6814,Okami kodomo no ame to yuki,4744,2012,2140203,3,0,95
6815,Extracted,4746,2012,1757746,1,0,38
6816,Call Me Kuchu,4776,2012,2088714,3,4,30
6817,"Haunting of Whaley House, The",4818,2012,2396701,3,0,11
6818,Act of Valor,4825,2012,1591479,0,0,243
6819,Paulette,4843,2012,2215395,3,0,12
6820,Fin,4861,2012,2046090,3,0,0
6821,Think Like a Man,4875,2012,1621045,3,0,35
6822,Blue Like Jazz,4881,2012,1758575,3,0,16
6823,Rock Jocks,4884,2012,1869653,1,0,8
6824,Flukt,4913,2012,2076850,3,0,23
6825,"Swing, The",4946,2012,2504614,3,0,4
6826,Excision,4962,2012,1984153,3,0,252
6827,Croczilla,4974,2012,2354196,0,0,20
6828,"Bay, The",4976,2012,1713476,1,0,237
6829,Gyo,4985,2012,1857718,3,0,6
6830,Kapringen,5008,2012,2216240,1,0,56
6831,[REC]3 Genesis,5010,2012,1649444,3,0,88
6832,Hemingway &amp; Gellhorn,5053,2012,0423455,2,0,33
6833,"History of Future Folk, The",5054,2012,2245195,2,0,1
6834,Grabbers,5035,2012,1525366,3,0,115
6835,Cockneys vs Zombies,5044,2012,1362058,2,0,343
6836,Ahi va el diablo,5066,2012,2107648,3,0,31
6837,Fat Kid Rules the World,5086,2012,1995304,0,0,21
6838,Best Man Down,5109,2012,1885300,3,0,47
6839,Steel Magnolias,5098,2012,2328749,3,0,133
6840,American Warships,5152,2012,2175927,3,0,59
6841,Ernest &amp; Celestine,5155,2012,1816518,1,0,44
6842,In The Dark Half,5168,2012,1764645,3,0,100
6843,Morgana,5186,2012,2318360,3,0,0
6844,Entrance,5212,2012,1918806,3,0,2
6845,Decay,5240,2012,2523692,3,0,3
6846,Tears of Steel,5247,2012,2285752,0,0,10
6847,Bad Parents,5250,2012,2081178,3,0,4
6848,Snow Queen,5264,2012,2243621,3,0,17
6849,End of Watch,5270,2012,1855199,3,1,139
6850,"Lucky One, The",5271,2012,1327194,3,0,78
6851,"Guilt Trip, The",5275,2012,1694020,3,0,38
6852,Bletchley Circle,5279,2012,2275990,3,0,22
6853,If I Were You,5352,2012,1587309,3,0,8
6854,Sadako 3D,5407,2012,1844025,3,0,30
6855,Jackie,5420,2012,2108546,3,0,46
6856,Comes a Bright Day,5477,2012,1900854,0,0,1
6857,A Halloween Puppy,5479,2012,2404153,2,0,10
6858,Entity,5489,2012,1842356,3,0,2
6859,A Thousand Words,5492,2012,0763831,2,0,21
6860,Die Wand,5538,2012,1745686,0,0,34
6861,Good Vibrations,5562,2012,1920945,3,0,22
6862,Shadow Dancer,5600,2012,1770734,3,0,53
6863,White Alligator,5610,2012,2435166,3,0,1
6864,Cybergeddon,5612,2012,2189240,3,0,1
6865,As High as the Sky,5645,2012,2119383,3,0,20
6866,Wireboy,5657,2012,2678152,1,0,0
6867,Tiger Eyes,5759,2012,1748260,3,0,9
6868,"Brass Teapot, The",5760,2012,1935902,3,0,111
6869,Escape Fire: The Fight to Rescue American Healthcare,5768,2012,2093109,3,0,0
6870,Tad: The Lost Explorer,5785,2012,1764625,1,0,28
6871,"Giant Mechanical Man, The",5805,2012,1769363,3,0,24
6872,Any Questions for Ben?,5875,2012,1735839,2,0,32
6873,Mine Games,5894,2012,1928337,3,0,73
6874,Save the Date,5980,2012,1965065,2,0,36
6875,Kill &#39;em All,6005,2012,1928335,1,0,36
6876,Erased,6016,2012,1645155,1,0,97
6877,Golden Winter,6073,2012,2202750,1,0,11
6878,Stuck in Love,6075,2012,2205697,3,0,20
6879,Ali has blue eyes,6141,2012,2496366,1,0,3
6880,Neighboring Sounds,6181,2012,2190367,3,0,40
6881,"Devil&#39;s Carnival, The",6183,2012,2204379,1,0,62
6882,Being Flynn,6203,2012,0455323,1,0,88
6883,"Making of a Lady, The",6323,2012,2293276,3,0,10
6884,Electrick Children,6378,2012,2139843,3,0,31
6885,2 Coelhos,6443,2012,1753722,1,0,22
6886,"Seasoning House, The",6464,2012,1555093,3,0,182
6887,L&#39;enfant d&#39;en haut,6538,2012,2062969,2,0,54
6888,"Occupants, The",6569,2012,1976633,0,0,0
6889,Journey to the Christmas Star,6608,2012,2034761,3,0,18
6890,One for the Money,6627,2012,598828,3,0,0
6891,Alien Tornado,6658,2012,1942798,3,0,111
6892,Liberal Arts,6664,2012,1872818,1,0,88
6893,Travelling Salesman,6694,2012,1801123,0,0,47
6894,Aurora,6701,2012,2208216,1,0,28
6895,Sushi Girl,6705,2012,1606339,0,0,24
6896,Silence,6729,2012,2275949,1,0,0
6897,Despues de Lucia,6742,2012,2368749,3,0,74
6898,Snow White,6793,2012,1854513,3,0,164
6899,Heruta sukeruta,6803,2012,2147319,3,1,291
6900,A Royal Affair,6850,2012,1276419,3,0,210
6901,"Citizen, The",6960,2012,1942989,1,0,2
6902,Asterix and Obelix: God Save Britannia,6993,2012,1597522,1,0,68
6903,Ko-ri-a,7043,2012,2328503,3,0,2
6904,Vamps,7083,2012,1545106,3,0,51
6905,Violine,7148,2012,2249628,0,2,8
6906,Vattnet,7149,2012,2509008,0,2,5
6907,Greetings from Tim Buckley,7155,2012,1823125,2,0,2
6908,"Happy Caterpillars, The",7543,2012,2592512,1,0,0
6909,Project X,7582,2012,1636826,1,0,124
6910,Out in the Dark,7656,2012,2318625,0,4,238
6911,Lola Versus,7769,2012,1710417,3,0,13
6912,Why Stop Now?,7848,2012,1853643,3,0,8
6913,Blue Lagoon: The Awakening,8297,2012,2287663,3,0,20
6914,Bindlestiffs,8435,2012,2091243,3,0,21
6915,Halo 4: Forward Unto Dawn,8479,2012,2262308,3,0,7
6916,Djupid,8700,2012,1764275,1,0,43
6917,So Undercover,8830,2012,1766094,3,0,40
6918,Dans la maison,8999,2012,1964624,3,3,166
6919,Dripping in Chocolate,9213,2012,2106403,3,0,4
6920,Diary of a Wimpy Kid: Dog Days,9315,2012,2023453,3,0,39
6921,Now Is Good,9396,2012,1937264,3,0,37
6922,Journey 2: The Mysterious Island,9423,2012,1397514,1,0,239
6923,Would You Rather,9540,2012,1999995,3,0,98
6924,Last Stop: Kurtulus,9834,2012,2142801,3,0,7
6925,Ice Age: Continental Drift,10062,2012,1667889,2,0,99
6926,Night of the Living Dead 3D: Re-Animation,10210,2012,1879012,3,0,23
6927,Europa Report,4324,2013,2051879,3,0,161
6928,Gangster Squad,3836,2013,1321870,1,0,230
6929,Mama,3853,2013,2023587,3,0,68
6930,Hansel &amp; Gretel: Witch Hunters,3856,2013,1428538,3,0,337
6931,Ego,3861,2013,2287715,2,0,6
6932,Warm Bodies,3862,2013,1588173,2,0,343
6933,Mt. Zion,3883,2013,2580928,1,0,0
6934,Identity Thief,3886,2013,2024432,2,0,134
6935,Jurassic Attack,3900,2013,2303110,2,0,24
6936,Safe Haven,3911,2013,1702439,3,0,179
6937,Side Effects,3913,2013,2053463,3,1,389
6938,Beautiful Creatures,3915,2013,1559547,3,0,206
6939,Carrie,3923,2013,1939659,3,0,349
6940,A Talking Cat!?!,3942,2013,2511190,3,0,22
6941,Escape from Planet Earth,3949,2013,0765446,3,0,33
6942,Jack the Giant Slayer,3955,2013,1351685,0,0,292
6943,Oz the Great and Powerful,3961,2013,1623205,3,0,264
6944,Dead Man Down,3978,2013,2101341,3,0,98
6945,"Incredible Burt Wonderstone, The",3996,2013,0790628,1,0,68
6946,Admission,4012,2013,1814621,3,0,175
6947,"East, The",4017,2013,1869716,3,0,209
6948,G.I. Joe: Retaliation,4019,2013,1583421,3,0,445
6949,Olympus Has Fallen,4021,2013,2302755,1,0,391
6950,"Host, The",4023,2013,1517260,3,0,267
6951,Evil Dead,4024,2013,1288558,3,0,336
6952,Trance,4025,2013,1924429,0,0,277
6953,"Call, The",4051,2013,1911644,3,0,113
6954,42,4054,2013,0453562,2,0,131
6955,Oblivion,4055,2013,1483013,3,0,302
6956,Pasadena,4072,2013,2357263,3,0,1
6957,Iron Man 3,4090,2013,1300854,3,0,567
6958,Mud,4115,2013,1935179,1,0,57
6959,Freier Fall,4125,2013,2617828,1,6,141
6960,Vai que da Certo,4126,2013,2220408,1,0,21
6961,Star Trek Into Darkness,4127,2013,1408101,1,0,430
6962,"Last Exorcism Part II, The",4132,2013,2034139,3,0,78
6963,"Croods, The",4133,2013,0481499,3,0,144
6964,"Great Gatsby, The",4138,2013,1343092,3,0,128
6965,Texas Chainsaw 3D,4142,2013,1572315,3,0,176
6966,"Big Wedding, The",4145,2013,1931435,3,0,96
6967,Pozitia copilului,4155,2013,2187115,3,0,204
6968,"Grandmaster, The",4156,2013,1462900,1,0,180
6969,Parker,4163,2013,1904996,3,0,219
6970,"Hit Girl, The",4166,2013,2651924,3,0,13
6971,This Is the End,4167,2013,1245492,1,0,232
6972,Behind the Candelabra,4168,2013,1291580,1,2,149
6973,Epic,4180,2013,0848537,3,0,114
6974,"Hangover part 3, The",4181,2013,1951261,2,0,118
6975,Now You See Me,4188,2013,1670345,1,0,254
6976,And Now a Word from Our Sponsor,4189,2013,2094762,3,0,1
6977,After Earth,4191,2013,1815862,1,0,204
6978,Fast and Furious 6,4192,2013,1905041,3,0,275
6979,21 &amp; Over,4194,2013,1711425,1,1,152
6980,Pain &amp; Gain,4195,2013,1980209,1,0,384
6981,"Heat, The",4196,2013,2404463,3,0,286
6982,Faroeste caboclo,4197,2013,1869416,3,0,20
6983,Dragon Lore: Curse of the Shadow,4203,2013,2250234,1,0,8
6984,Peeples,4205,2013,1699755,3,0,8
6985,Lost In Living,4212,2013,2628260,3,0,0
6986,"Internship, The",4213,2013,2234155,1,0,65
6987,"Purge, The",4225,2013,2184339,3,0,226
6988,"Numbers Station, The",4226,2013,1659338,1,0,135
6989,Man of Steel,4238,2013,0770828,3,0,502
6990,Monsters University,4256,2013,1453405,1,0,156
6991,World War Z,4259,2013,0816711,3,0,315
6992,"Sisters Plotz, The",4261,2013,2255372,3,0,1
6993,My Little Pony: Equestria Girls,4266,2013,2908228,3,0,72
6994,Before Midnight,4272,2013,2209418,3,0,201
6995,White Bear,4278,2013,2542420,3,0,30
6996,"Lone Ranger, The",4279,2013,1210819,1,0,316
6997,Stoker,4281,2013,1682180,3,0,231
6998,L&#39;ecume des jours,4294,2013,2027140,3,0,254
6999,"Bling Ring, The",4296,2013,2132285,3,0,157
7000,Despicable Me 2,4300,2013,1690953,3,0,117
7001,Wadjda,4304,2013,2258858,3,0,151
7002,I&#39;m So Excited,4305,2013,2243389,2,1,54
7003,Mary and Martha,4306,2013,2284766,3,0,39
7004,White House Down,4309,2013,2334879,2,0,415
7005,Pacific Rim,4334,2013,1663662,1,0,285
7006,Sharknado,4365,2013,2724064,3,0,114
7007,Only God Forgives,4367,2013,1602613,3,0,175
7008,Family Weekend,4369,2013,1821426,3,0,2
7009,"Conjuring, The",4370,2013,1457767,3,0,285
7010,Turbo,4375,2013,1860353,3,0,72
7011,Amiche da morire,4379,2013,2343371,3,0,1
7012,R.I.P.D.,4382,2013,0790736,1,0,262
7013,Hansel and Gretel Get Baked,4387,2013,2081194,3,0,17
7014,"Wolverine, The",4388,2013,1430132,3,0,429
7015,Red 2,4393,2013,1821694,3,0,224
7016,"World&#39;s End, The",4414,2013,1213663,2,1,163
7017,"Smurfs 2, The",4416,2013,2017020,3,0,165
7018,Grown Ups 2,4419,2013,2191701,2,0,61
7019,"Way Way Back, The",4420,2013,1727388,3,0,55
7020,Mobius,4426,2013,2106550,3,0,53
7021,"To Do List, The",4431,2013,1758795,3,0,83
7022,Welcome to the Punch,4433,2013,1684233,1,0,110
7023,Blue Jasmine,4435,2013,2334873,3,0,72
7024,Fruitvale Station,4436,2013,2334649,3,2,199
7025,"Crown and the Dragon, The",4440,2013,1913178,3,0,8
7026,2 Guns,4450,2013,1272878,1,0,416
7027,"Hot Flashes, The",4455,2013,2201251,3,1,18
7028,20 Feet from Stardom,4456,2013,2396566,3,0,171
7029,Elysium,4460,2013,1535108,3,0,384
7030,Computer Chess,4461,2013,2007360,1,0,63
7031,Dark Skies,4462,2013,2387433,2,0,126
7032,Planes,4463,2013,1691917,1,0,46
7033,Kick-Ass 2,4470,2013,1650554,3,1,323
7034,Girl Most Likely,4471,2013,1698648,3,0,18
7035,In a World...,4472,2013,2294677,3,0,127
7036,Nazotoki wa Dinner no Ato de (The After-Dinner Mysteries),4473,2013,2188560,2,0,0
7037,Captain Battle: Legacy War,4476,2013,2387413,3,0,8
7038,"Fall, The",4477,2013,2294189,3,1,25
7039,Prince Avalanche,4488,2013,2195548,0,0,75
7040,Clear History,4492,2013,2279864,2,0,53
7041,"Mortal Instruments: City of Bones, The",4509,2013,1538403,3,0,304
7042,Summer League,4514,2013,2585078,3,0,1
7043,We&#39;re the Millers,4507,2013,1723121,3,0,121
7044,"Gamers: Hands of Fate, The",4508,2013,2312390,3,0,7
7045,Lee Daniels&#39; The Butler,4522,2013,1327773,3,0,168
7046,Killing Season,4537,2013,1480295,1,0,99
7047,UMMAH - Unter Freunden,4540,2013,2664258,1,0,9
7048,"Colony, The",4542,2013,1160996,1,0,321
7049,Riddick,4543,2013,1411250,0,0,235
7050,Disconnect,4545,2013,1433811,2,0,101
7051,Hemlock Grove,4548,2013,2309295,3,0,32
7052,Michael Kohlhaas,4553,2013,2054790,1,0,80
7053,Don Jon,4568,2013,2229499,3,0,148
7054,Lovelace,4583,2013,1426329,3,0,256
7055,Closed Circuit,4594,2013,2218003,2,0,23
7056,Short Term 12,4598,2013,2370248,3,0,182
7057,Haute Cuisine,4603,2013,2094877,3,0,59
7058,Zum Geburtstag,4604,2013,2865802,2,0,0
7059,"Family, The",4607,2013,2404311,3,0,286
7060,A Field in England,4608,2013,2375574,0,0,137
7061,"Frozen Ground, The",4609,2013,2005374,3,0,187
7062,Afternoon Delight,4619,2013,2312890,3,0,27
7063,Drinking Buddies,4624,2013,2265398,3,0,69
7064,Saige Paints the Sky,4627,2013,2818348,3,0,7
7065,Prisoners,4641,2013,1392214,3,0,329
7066,O Tempo e o Vento,4642,2013,2401711,3,0,1
7067,Vi ar bast!,4647,2013,2364975,3,0,76
7068,Machete Kills,4651,2013,2002718,3,0,332
7069,Instructions Not Included,4652,2013,2378281,3,0,56
7070,Runner Runner,4653,2013,2364841,0,0,77
7071,Gravity,4655,2013,1454468,0,0,164
7072,Finsterworld,4656,2013,2338864,1,0,60
7073,Nebraska,4658,2013,1821549,3,0,99
7074,Dallas Buyers Club,4660,2013,0790636,3,2,199
7075,Baggage Claim,4661,2013,1171222,3,1,10
7076,Captain Phillips,4677,2013,1535109,1,0,321
7077,Filth,4681,2013,1450321,1,1,196
7078,Escape Plan,4689,2013,1211956,2,0,273
7079,A Haunting at Silver Falls,4701,2013,1813609,3,0,20
7080,Blue Is the Warmest Color,4704,2013,2278871,3,5,263
7081,About Time,4707,2013,2194499,3,0,265
7082,"Fifth Estate, The",4714,2013,1837703,1,0,335
7083,"Wine of Summer, The",4715,2013,2066133,3,0,15
7084,Exit Marrakech,4733,2013,1982177,2,0,13
7085,RWBY,4739,2013,3066242,3,0,25
7086,"Counselor, The",4740,2013,2193215,3,0,276
7087,I Used to Be Darker,4743,2013,2147728,3,0,3
7088,Go for Sisters,4751,2013,2247432,3,0,1
7089,Ender&#39;s Game,4753,2013,1731141,2,0,371
7090,Thor: The Dark World,4756,2013,1981115,3,0,324
7091,Sunshine on Leith,4759,2013,2481198,3,0,5
7092,Witching and Bitching,4768,2013,2404738,3,0,81
7093,Beltracchi: The Art of Forgery,5142,2013,3212568,1,0,0
7094,All is Lost,4777,2013,2017038,0,0,135
7095,Enough Said,4781,2013,2390361,3,0,56
7096,Camille Claudel 1915,4788,2013,2018086,3,0,29
7097,Thanks for Sharing,5079,2013,1932718,2,0,20
7098,Skinwalker Ranch,4803,2013,2881698,0,0,109
7099,Perfect Mothers,4808,2013,2103267,3,1,233
7100,Inside Llewyn Davis,4814,2013,2042568,1,0,181
7101,Ass Backwards,4816,2013,1509788,3,1,15
7102,Jeune &amp; jolie,4836,2013,2752200,3,0,105
7103,Concussion,4840,2013,2296697,3,2,201
7104,Night Train to Lisbon,4891,2013,1654523,1,0,66
7105,"Hunger Games: Catching Fire, The",4851,2013,1951264,3,0,207
7106,Moving Mountains,4853,2013,2415174,3,0,0
7107,Gam-si-ja-deul,4855,2013,2969656,3,0,1
7108,"Lunchbox, The",4857,2013,2350496,3,0,35
7109,Frozen,4858,2013,2294629,3,0,186
7110,Her,4860,2013,1798709,2,0,184
7111,Les Reines du Ring (English: Wrestling Queens),4866,2013,2330546,3,0,31
7112,Philomena,4888,2013,2431286,3,1,245
7113,"Day of the Doctor, The",4873,2013,2779318,3,0,73
7114,"Last Keepers, The",4887,2013,1716767,3,0,70
7115,Hansel &amp; Gretel,4878,2013,2415464,3,0,13
7116,Insidious: Chapter 2,4879,2013,2226417,2,0,127
7117,August: Osage County,4880,2013,1322269,3,0,235
7118,Percy Jackson: Sea of Monsters,4906,2013,1854564,3,0,48
7119,Man of Tai Chi,4908,2013,2016940,3,0,128
7120,Out of the Furnace,4910,2013,1206543,1,0,321
7121,American Hustle,4911,2013,1800241,3,0,153
7122,"Secret Life of Walter Mitty, The",4912,2013,0359950,3,0,204
7123,"Hobbit: The Desolation of Smaug, The",4921,2013,1170358,3,0,308
7124,"Wolf of Wall Street, The",4922,2013,0993846,3,2,837
7125,Crystal Fairy &amp; the Magical Cactus and 2012,4924,2013,2332579,3,0,235
7126,How I Live Now,4925,2013,1894476,3,0,311
7127,Love &amp; Air Sex,5140,2013,2388759,3,0,19
7128,We Are What We Are,4948,2013,2309021,3,0,31
7129,Riley Rewind,4953,2013,2944454,3,0,1
7130,Saving Mr. Banks,4965,2013,2140373,3,0,214
7131,A Good Day to Die Hard,4975,2013,1606378,1,0,237
7132,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,4980,2013,2457282,3,0,22
7133,Madoka Magica: Rebellion Story,5026,2013,2457282,3,0,22
7134,47 Ronin,4989,2013,1335975,2,0,300
7135,For Elisa,4996,2013,2403419,3,0,1
7136,Only Lovers Left Alive,5000,2013,1714915,3,0,218
7137,Zombie Hunter,5001,2013,2446502,3,0,17
7138,"Physician, The",5011,2013,2101473,1,0,86
7139,"Book Thief, The",5014,2013,0816442,3,0,89
7140,Devil&#39;s Pass,5015,2013,1905040,3,0,57
7141,Suzanne,5020,2013,2298416,3,0,56
7142,Casse-tete chinois,5021,2013,1937118,3,2,84
7143,"Les garcons et Guillaume, a table!",5022,2013,2315200,1,1,55
7144,Mandela: Long Walk to Freedom,5023,2013,2304771,1,0,75
7145,12 Years a Slave,5033,2013,2024544,3,0,108
7146,Orphan Black,5037,2013,2234222,3,1,68
7147,Rush,5061,2013,1979320,1,0,344
7148,"Railway Man, The",5062,2013,2058107,0,0,80
7149,Nymphomaniac: Volume 1,5067,2013,1937390,3,0,162
7150,Still Life,5076,2013,2395417,1,0,33
7151,"Boy and the World, The",5085,2013,3183630,0,0,30
