title,imdbid,year,id,rating
Dragon Ball Z: Wrath of the Dragon,0142243,1995,5655,2
Ace Ventura: When Nature Calls,0112281,1995,5710,0
Dilwale Dulhania Le Jayenge,0112870,1995,5728,3
Kids,0113540,1995,5771,3
Dead Presidents,0112819,1995,5812,3
First Knight,0113071,1995,5816,2
Higher Learning,0113305,1995,5823,3
GoldenEye,0113189,1995,6251,3
Othello,0114057,1995,6544,2
Desperado,0112851,1995,6625,1
Party Girl,0114095,1995,6912,3
Nadie hablara de nosotras cuando hayamos muerto,0113918,1995,7073,3
Babe,0112431,1995,7364,3
El dia de la bestia,0112922,1995,7388,3
Village of the Damned,0114852,1995,7547,3
Grim,0113221,1995,7566,3
Catnapped! The Movie,0114689,1995,7568,3
Nick of Time,0113972,1995,7651,3
Land and Freedom,0114671,1995,7663,1
La flor de mi secreto,0113083,1995,7702,3
Friday,0113118,1995,7791,2
Tommy Boy,0114694,1995,7805,3
Judge Dredd,0113492,1995,7892,3
Magic in the Water,0113737,1995,8442,1
Dead Man Walking,0112818,1995,8451,3
"Basketball Diaries, The",0112461,1995,8526,1
Total Eclipse,0114702,1995,8539,1
Tall Tale,0111359,1995,8919,1
Leaving Las Vegas,0113627,1995,8923,2
Heavyweights,0110006,1995,8930,0
"Englishman Who Went Up a Hill But Came Down a Mountain, The",0112966,1995,9064,0
Waiting To Exhale,0114885,1995,9104,2
It Takes Two,0113442,1995,9230,1
Rob Roy,0114287,1995,9588,0
Indira,0121401,1995,9958,2
Major Payne,0110443,1995,10039,0
La cérémonie,0112769,1995,9991,3
Les apprentis,0112386,1995,10069,1
True Crime,0114736,1995,10099,3
"Cure, The",0112757,1995,10179,1
Mr. Holland's Opus,0113862,1995,10198,3
"Rock, The",0117500,1996,38,1
Jane Eyre,0116684,1996,111,3
Spy Hard,0117723,1996,129,1
Trainspotting,0117951,1996,137,2
Bound,0115736,1996,182,3
Matilda,0117008,1996,369,3
Broken Arrow,0115759,1996,431,0
Space Jam,0117705,1996,435,1
Independence Day,0116629,1996,444,3
Mission: Impossible,0117060,1996,445,1
From Dusk Till Dawn,0116367,1996,448,1
"Cable Guy, The",0115798,1996,449,1
